0.000000,-0.000000,-0.000000,9.810000,0.000000,0.000000,0.000000
0.010000,2.525729,-4.874279,10.020051,7.799848,9.463156,1.908649
0.020000,5.132904,-9.708355,9.651431,7.663489,9.535226,1.539876
0.030000,5.636521,-10.014471,9.024868,7.490197,9.596012,1.176131
0.040000,6.093615,-10.287278,8.375423,7.281153,9.644387,0.821239
0.050000,6.502077,-10.527611,7.709851,7.037947,9.679296,0.478903
0.060000,6.860711,-10.736601,7.034952,6.762560,9.699778,0.152659
0.070000,7.169235,-10.915623,6.357435,6.457334,9.704982,-0.154166
0.080000,7.428254,-11.066239,5.683785,6.124940,9.694188,-0.438496
0.090000,7.639216,-11.190142,5.020147,5.768333,9.666815,-0.697540
0.100000,7.804346,-11.289106,4.372216,5.390715,9.622440,-0.928816
0.110000,7.926563,-11.364926,3.745154,4.995486,9.560799,-1.130184
0.120000,8.009385,-11.419375,3.143510,4.586194,9.481792,-1.299858
0.130000,8.056822,-11.454161,2.571172,4.166486,9.385490,-1.436421
0.140000,8.073269,-11.470884,2.031333,3.740056,9.272125,-1.538830
0.150000,8.063390,-11.471007,1.526472,3.310597,9.142091,-1.606420
0.160000,8.032009,-11.455830,1.058360,2.881750,8.995931,-1.638896
0.170000,7.984002,-11.426473,0.628079,2.457059,8.834327,-1.636325
0.180000,7.924196,-11.383856,0.236052,2.039928,8.658089,-1.599119
0.190000,7.857281,-11.328700,-0.117907,1.633580,8.468137,-1.528018
0.200000,7.787724,-11.261515,-0.434541,1.241025,8.265482,-1.424062
0.210000,7.719705,-11.182610,-0.715084,0.865024,8.051212,-1.288570
0.220000,7.657053,-11.092094,-0.961196,0.508069,7.826470,-1.123107
0.230000,7.603207,-10.989882,-1.174890,0.172360,7.592434,-0.929453
0.240000,7.561173,-10.875716,-1.358460,-0.140210,7.350302,-0.709570
0.250000,7.533508,-10.749168,-1.514412,-0.428065,7.101266,-0.465571
0.260000,7.522299,-10.609663,-1.645391,-0.689949,6.846500,-0.199685
0.270000,7.529160,-10.456489,-1.754120,-0.924928,6.587140,0.085777
0.280000,7.555236,-10.288823,-1.843334,-1.132386,6.324271,0.388449
0.290000,7.601208,-10.105744,-1.915730,-1.312012,6.058909,0.705946
0.300000,7.667308,-9.906252,-1.973910,-1.463794,5.791995,1.035887
0.310000,7.753339,-9.689295,-2.020340,-1.587997,5.524380,1.375921
0.320000,7.858693,-9.453783,-2.057309,-1.685149,5.256819,1.723753
0.330000,7.982382,-9.198616,-2.086900,-1.756020,4.989966,2.077159
0.340000,8.123056,-8.922702,-2.110954,-1.801598,4.724369,2.434006
0.350000,8.279037,-8.624985,-2.131056,-1.823064,4.460467,2.792264
0.360000,8.448350,-8.304466,-2.148515,-1.821774,4.198593,3.150019
