0.000000,-0.000000,-0.000000,9.810000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,2.525729,-4.874279,10.020051,7.799848,9.463156,1.908649,0.000200,-0.000450,0.000050,0.599960,2.699595,2.249063
0.020000,5.132904,-9.708355,9.651431,7.663489,9.535226,1.539876,0.000800,-0.001799,0.000200,1.199680,5.396761,4.492504
0.030000,5.636521,-10.014471,9.024868,7.490197,9.596012,1.176131,0.001799,-0.004047,0.000450,1.798920,8.089069,6.724716
0.040000,6.093615,-10.287278,8.375423,7.281153,9.644387,0.821239,0.003198,-0.007191,0.000800,2.397441,10.774099,8.940120
0.050000,6.502077,-10.527611,7.709851,7.037947,9.679296,0.478903,0.004996,-0.011228,0.001250,2.995002,13.449432,11.133178
0.060000,6.860711,-10.736601,7.034952,6.762560,9.699778,0.152659,0.007191,-0.016155,0.001799,3.591366,16.112662,13.298409
0.070000,7.169235,-10.915623,6.357435,6.457334,9.704982,-0.154166,0.009784,-0.021967,0.002449,4.186293,18.761391,15.430401
0.080000,7.428254,-11.066239,5.683785,6.124940,9.694188,-0.438496,0.012772,-0.028660,0.003198,4.779546,21.393236,17.523825
0.090000,7.639216,-11.190142,5.020147,5.768333,9.666815,-0.697540,0.016156,-0.036226,0.004047,5.370887,24.005829,19.573449
0.100000,7.804346,-11.289106,4.372216,5.390715,9.622440,-0.928816,0.019933,-0.044660,0.004996,5.960080,26.596819,21.574149
0.110000,7.926563,-11.364926,3.745154,4.995486,9.560799,-1.130184,0.024102,-0.053954,0.006044,6.546889,29.163873,23.520925
0.120000,8.009385,-11.419375,3.143510,4.586194,9.481792,-1.299858,0.028661,-0.064098,0.007191,7.131079,31.704681,25.408911
0.130000,8.056822,-11.454161,2.571172,4.166486,9.385490,-1.436421,0.033609,-0.075085,0.008438,7.712417,34.216957,27.233388
0.140000,8.073269,-11.470884,2.031333,3.740056,9.272125,-1.538830,0.038943,-0.086905,0.009784,8.290669,36.698441,28.989796
0.150000,8.063390,-11.471007,1.526472,3.310597,9.142091,-1.606420,0.044662,-0.099545,0.011229,8.865606,39.146898,30.673744
0.160000,8.032009,-11.455830,1.058360,2.881750,8.995931,-1.638896,0.050763,-0.112997,0.012773,9.436997,41.560126,32.281024
0.170000,7.984002,-11.426473,0.628079,2.457059,8.834327,-1.636325,0.057243,-0.127246,0.014415,10.004613,43.935952,33.807618
0.180000,7.924196,-11.383856,0.236052,2.039928,8.658089,-1.599119,0.064101,-0.142281,0.016156,10.568227,46.272239,35.249711
0.190000,7.857281,-11.328700,-0.117907,1.633580,8.468137,-1.528018,0.071333,-0.158087,0.017996,11.127614,48.566884,36.603698
0.200000,7.787724,-11.261515,-0.434541,1.241025,8.265482,-1.424062,0.078936,-0.174651,0.019933,11.682550,50.817823,37.866194
0.210000,7.719705,-11.182610,-0.715084,0.865024,8.051212,-1.288570,0.086908,-0.191958,0.021969,12.232814,53.023028,39.034045
0.220000,7.657053,-11.092094,-0.961196,0.508069,7.826470,-1.123107,0.095245,-0.209992,0.024102,12.778184,55.180517,40.104331
0.230000,7.603207,-10.989882,-1.174890,0.172360,7.592434,-0.929453,0.103944,-0.228737,0.026333,13.318443,57.288346,41.074377
0.240000,7.561173,-10.875716,-1.358460,-0.140210,7.350302,-0.709570,0.113001,-0.248176,0.028662,13.853375,59.344620,41.941759
0.250000,7.533508,-10.749168,-1.514412,-0.428065,7.101266,-0.465571,0.122413,-0.268291,0.031087,14.382766,61.347488,42.704308
0.260000,7.522299,-10.609663,-1.645391,-0.689949,6.846500,-0.199685,0.132176,-0.289065,0.033610,14.906404,63.295148,43.360118
0.270000,7.529160,-10.456489,-1.754120,-0.924928,6.587140,0.085777,0.142287,-0.310478,0.036229,15.424080,65.185846,43.907551
0.280000,7.555236,-10.288823,-1.843334,-1.132386,6.324271,0.388449,0.152740,-0.332512,0.038944,15.935586,67.017881,44.345238
0.290000,7.601208,-10.105744,-1.915730,-1.312012,6.058909,0.705946,0.163532,-0.355147,0.041756,16.440718,68.789604,44.672085
0.300000,7.667308,-9.906252,-1.973910,-1.463794,5.791995,1.035887,0.174659,-0.378362,0.044663,16.939274,70.499422,44.887274
