0.000000,-0.000000,-0.000000,9.810000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,2.739347,-5.048644,14.511519,7.799848,9.463156,1.908649,0.000200,-0.000450,0.000500,0.599960,2.699595,2.249063
0.020000,5.991289,-10.395445,18.583412,7.663489,9.535226,1.539876,0.000800,-0.001799,0.002000,1.199680,5.396761,4.492504
0.030000,6.926404,-11.028143,17.872104,7.490197,9.596012,1.176131,0.001799,-0.004047,0.004500,1.798920,8.089069,6.724716
0.040000,7.811859,-11.614530,17.105283,7.281153,9.644387,0.821239,0.003198,-0.007191,0.007999,2.397441,10.774099,8.940120
0.050000,8.642211,-12.154406,16.291292,7.037947,9.679296,0.478903,0.004996,-0.011228,0.012497,2.995002,13.449432,11.133178
0.060000,9.413145,-12.648053,15.438904,6.762560,9.699778,0.152659,0.007191,-0.016155,0.017994,3.591366,16.112662,13.298409
0.070000,10.121534,-13.096184,14.557139,6.457334,9.704982,-0.154166,0.009784,-0.021967,0.024490,4.186293,18.761391,15.430401
0.080000,10.765464,-13.499878,13.655077,6.124940,9.694188,-0.438496,0.012772,-0.028660,0.031983,4.779546,21.393236,17.523825
0.090000,11.344224,-13.860510,12.741680,5.768333,9.666815,-0.697540,0.016156,-0.036226,0.040472,5.370887,24.005829,19.573449
0.100000,11.858273,-14.179686,11.825619,5.390715,9.622440,-0.928816,0.019933,-0.044660,0.049958,5.960080,26.596819,21.574149
0.110000,12.309167,-14.459168,10.915124,4.995486,9.560799,-1.130184,0.024102,-0.053954,0.060439,6.546889,29.163873,23.520925
0.120000,12.699471,-14.700809,10.017843,4.586194,9.481792,-1.299858,0.028661,-0.064098,0.071913,7.131079,31.704681,25.408911
0.130000,13.032649,-14.906489,9.140731,4.166486,9.385490,-1.436421,0.033609,-0.075085,0.084380,7.712417,34.216957,27.233388
0.140000,13.312933,-15.078054,8.289957,3.740056,9.272125,-1.538830,0.038943,-0.086905,0.097839,8.290669,36.698441,28.989796
0.150000,13.545189,-15.217267,7.470840,3.310597,9.142091,-1.606420,0.044662,-0.099545,0.112288,8.865606,39.146898,30.673744
0.160000,13.734768,-15.325761,6.687807,2.881750,8.995931,-1.638896,0.050763,-0.112997,0.127726,9.436997,41.560126,32.281024
0.170000,13.887364,-15.405006,5.944373,2.457059,8.834327,-1.636325,0.057243,-0.127246,0.144151,10.004613,43.935952,33.807618
0.180000,14.008870,-15.456277,5.243155,2.039928,8.658089,-1.599119,0.064101,-0.142281,0.161562,10.568227,46.272239,35.249711
0.190000,14.105240,-15.480633,4.585886,1.633580,8.468137,-1.528018,0.071333,-0.158087,0.179956,11.127614,48.566884,36.603698
0.200000,14.182359,-15.478907,3.973471,1.241025,8.265482,-1.424062,0.078936,-0.174651,0.199333,11.682550,50.817823,37.866194
0.210000,14.245930,-15.451698,3.406040,0.865024,8.051212,-1.288570,0.086908,-0.191958,0.219689,12.232814,53.023028,39.034045
0.220000,14.301368,-15.399368,2.883019,0.508069,7.826470,-1.123107,0.095245,-0.209992,0.241023,12.778184,55.180517,40.104331
0.230000,14.353714,-15.322051,2.403216,0.172360,7.592434,-0.929453,0.103944,-0.228737,0.263334,13.318443,57.288346,41.074377
0.240000,14.407557,-15.219659,1.964906,-0.140210,7.350302,-0.709570,0.113001,-0.248176,0.286618,13.853375,59.344620,41.941759
0.250000,14.466976,-15.091900,1.565921,-0.428065,7.101266,-0.465571,0.122413,-0.268291,0.310873,14.382766,61.347488,42.704308
0.260000,14.535498,-14.938289,1.203748,-0.689949,6.846500,-0.199685,0.132176,-0.289065,0.336097,14.906404,63.295148,43.360118
0.270000,14.616061,-14.758173,0.875615,-0.924928,6.587140,0.085777,0.142287,-0.310478,0.362288,15.424080,65.185846,43.907551
0.280000,14.711000,-14.550753,0.578583,-1.132386,6.324271,0.388449,0.152740,-0.332512,0.389442,15.935586,67.017881,44.345238
0.290000,14.822037,-14.315104,0.309634,-1.312012,6.058909,0.705946,0.163532,-0.355147,0.417558,16.440718,68.789604,44.672085
0.300000,14.950283,-14.050204,0.065745,-1.463794,5.791995,1.035887,0.174659,-0.378362,0.446631,16.939274,70.499422,44.887274
0.310000,15.096251,-13.754960,-0.156035,-1.587997,5.524380,1.375921,0.186115,-0.402136,0.476660,17.431055,72.145795,44.990269
0.320000,15.259873,-13.428239,-0.358522,-1.685149,5.256819,1.723753,0.197898,-0.426448,0.507642,17.915863,73.727241,44.980812
0.330000,15.440525,-13.068892,-0.544336,-1.756020,4.989966,2.077159,0.210001,-0.451276,0.539572,18.393506,75.242338,44.858926
0.340000,15.637061,-12.675792,-0.715850,-1.801598,4.724369,2.434006,0.222420,-0.476598,0.572449,18.863791,76.689722,44.624916
0.350000,15.847841,-12.247858,-0.875151,-1.823064,4.460467,2.792264,0.235150,-0.502391,0.606268,19.326531,78.068090,44.279368
0.360000,16.070776,-11.784096,-1.024004,-1.821774,4.198593,3.150019,0.248186,-0.528632,0.641026,19.781540,79.376203,43.823143
0.370000,16.303364,-11.283624,-1.163828,-1.799227,3.938975,3.505477,0.261523,-0.555297,0.676721,20.228637,80.612882,43.257384
0.380000,16.542737,-10.745712,-1.295676,-1.757043,3.681735,3.856971,0.275155,-0.582362,0.713348,20.667643,81.777015,42.583504
0.390000,16.785705,-10.169813,-1.420227,-1.696942,3.426901,4.202959,0.289077,-0.609803,0.750903,21.098383,82.867554,41.803187
0.400000,17.028802,-9.555598,-1.537785,-1.620714,3.174408,4.542031,0.303283,-0.637594,0.789383,21.520683,83.883518,40.918384
0.410000,17.268336,-8.902988,-1.648287,-1.530201,2.924109,4.872898,0.317768,-0.665712,0.828785,21.934375,84.823992,39.931307
0.420000,17.500437,-8.212190,-1.751316,-1.427272,2.675778,5.194389,0.332526,-0.694131,0.869103,22.339294,85.688131,38.844421
0.430000,17.721106,-7.483721,-1.846124,-1.313806,2.429126,5.505448,0.347551,-0.722825,0.910335,22.735277,86.475156,37.660446
