0.000000,-0.307722,0.970880,-0.596906,-0.875711,-0.723289,0.760982
0.010000,-0.305899,0.958410,-0.592846,-0.877158,-0.720125,0.752860
0.020000,-0.304091,0.946259,-0.588827,-0.878596,-0.716988,0.744916
0.030000,-0.302296,0.934415,-0.584848,-0.880026,-0.713879,0.737142
0.040000,-0.300515,0.922867,-0.580910,-0.881447,-0.710796,0.729532
0.050000,-0.298748,0.911601,-0.577011,-0.882860,-0.707739,0.722079
0.060000,-0.296994,0.900609,-0.573150,-0.884265,-0.704708,0.714779
0.070000,-0.295254,0.889879,-0.569328,-0.885662,-0.701703,0.707626
0.080000,-0.293527,0.879401,-0.565543,-0.887050,-0.698723,0.700615
0.090000,-0.291813,0.869167,-0.561795,-0.888430,-0.695768,0.693740
0.100000,-0.290112,0.859166,-0.558083,-0.889803,-0.692837,0.686998
0.110000,-0.288423,0.849392,-0.554407,-0.891167,-0.689930,0.680384
0.120000,-0.286748,0.839835,-0.550766,-0.892523,-0.687047,0.673894
0.130000,-0.285084,0.830488,-0.547159,-0.893871,-0.684188,0.667523
0.140000,-0.283433,0.821344,-0.543587,-0.895212,-0.681352,0.661269
0.150000,-0.281795,0.812396,-0.540048,-0.896544,-0.678538,0.655126
0.160000,-0.280168,0.803636,-0.536542,-0.897869,-0.675748,0.649093
0.170000,-0.278553,0.795059,-0.533069,-0.899185,-0.672979,0.643165
0.180000,-0.276950,0.786658,-0.529628,-0.900494,-0.670233,0.637339
0.190000,-0.275359,0.778428,-0.526219,-0.901796,-0.667508,0.631613
0.200000,-0.273779,0.770362,-0.522841,-0.903089,-0.664804,0.625982
0.210000,-0.272210,0.762457,-0.519494,-0.904375,-0.662122,0.620446
0.220000,-0.270653,0.754705,-0.516177,-0.905654,-0.659460,0.615000
0.230000,-0.269107,0.747104,-0.512890,-0.906924,-0.656819,0.609643
0.240000,-0.267572,0.739647,-0.509632,-0.908188,-0.654199,0.604371
0.250000,-0.266048,0.732331,-0.506403,-0.909443,-0.651598,0.599183
0.260000,-0.264535,0.725151,-0.503203,-0.910692,-0.649017,0.594076
0.270000,-0.263033,0.718103,-0.500031,-0.911933,-0.646456,0.589048
0.280000,-0.261541,0.711183,-0.496888,-0.913166,-0.643914,0.584097
0.290000,-0.260060,0.704387,-0.493771,-0.914392,-0.641391,0.579221
0.300000,-0.258588,0.697712,-0.490682,-0.915611,-0.638887,0.574418
0.310000,-0.257128,0.691154,-0.487619,-0.916823,-0.636402,0.569686
0.320000,-0.255677,0.684709,-0.484583,-0.918027,-0.633935,0.565023
0.330000,-0.254237,0.678375,-0.481572,-0.919225,-0.631486,0.560427
0.340000,-0.252806,0.672149,-0.478587,-0.920415,-0.629054,0.555898
0.350000,-0.251385,0.666027,-0.475628,-0.921598,-0.626641,0.551432
0.360000,-0.249975,0.660006,-0.472694,-0.922774,-0.624245,0.547029
0.370000,-0.248573,0.654084,-0.469784,-0.923943,-0.621866,0.542688
0.380000,-0.247182,0.648258,-0.466899,-0.925105,-0.619505,0.538405
0.390000,-0.245799,0.642526,-0.464037,-0.926260,-0.617160,0.534182
0.400000,-0.244427,0.636885,-0.461200,-0.927408,-0.614832,0.530015
0.410000,-0.243063,0.631332,-0.458385,-0.928550,-0.612520,0.525903
0.420000,-0.241709,0.625865,-0.455594,-0.929684,-0.610225,0.521846
0.430000,-0.240363,0.620483,-0.452826,-0.930812,-0.607945,0.517842
0.440000,-0.239027,0.615183,-0.450080,-0.931933,-0.605682,0.513890
0.450000,-0.237700,0.609963,-0.447357,-0.933047,-0.603434,0.509989
0.460000,-0.236382,0.604820,-0.444655,-0.934154,-0.601201,0.506137
0.470000,-0.235072,0.599754,-0.441975,-0.935255,-0.598984,0.502334
0.480000,-0.233771,0.594761,-0.439317,-0.936349,-0.596783,0.498578
0.490000,-0.232479,0.589841,-0.436680,-0.937437,-0.594596,0.494869
0.500000,-0.231195,0.584992,-0.434063,-0.938518,-0.592424,0.491205
0.510000,-0.229920,0.580212,-0.431468,-0.939593,-0.590266,0.487586
0.520000,-0.228653,0.575498,-0.428892,-0.940661,-0.588123,0.484011
0.530000,-0.227394,0.570851,-0.426337,-0.941723,-0.585995,0.480478
0.540000,-0.226144,0.566268,-0.423802,-0.942778,-0.583880,0.476987
0.550000,-0.224901,0.561747,-0.421287,-0.943827,-0.581780,0.473537
0.560000,-0.223667,0.557288,-0.418791,-0.944870,-0.579693,0.470128
0.570000,-0.222441,0.552889,-0.416314,-0.945906,-0.577620,0.466758
0.580000,-0.221222,0.548548,-0.413857,-0.946936,-0.575561,0.463426
0.590000,-0.220012,0.544265,-0.411418,-0.947960,-0.573515,0.460133
0.600000,-0.218809,0.540037,-0.408998,-0.948978,-0.571482,0.456876
0.610000,-0.217614,0.535865,-0.406596,-0.949989,-0.569462,0.453656
0.620000,-0.216427,0.531746,-0.404212,-0.950995,-0.567456,0.450472
0.630000,-0.215247,0.527680,-0.401846,-0.951994,-0.565462,0.447323
0.640000,-0.214075,0.523665,-0.399499,-0.952987,-0.563481,0.444209
0.650000,-0.212910,0.519700,-0.397168,-0.953975,-0.561512,0.441128
0.660000,-0.211753,0.515785,-0.394855,-0.954956,-0.559556,0.438080
0.670000,-0.210603,0.511918,-0.392559,-0.955931,-0.557612,0.435065
0.680000,-0.209460,0.508098,-0.390280,-0.956901,-0.555680,0.432082
0.690000,-0.208324,0.504324,-0.388018,-0.957864,-0.553760,0.429131
0.700000,-0.207196,0.500596,-0.385773,-0.958822,-0.551852,0.426210
0.710000,-0.206075,0.496913,-0.383544,-0.959774,-0.549956,0.423320
0.720000,-0.204960,0.493273,-0.381331,-0.960720,-0.548071,0.420460
0.730000,-0.203853,0.489675,-0.379134,-0.961660,-0.546199,0.417629
0.740000,-0.202752,0.486120,-0.376954,-0.962595,-0.544337,0.414827
0.750000,-0.201659,0.482606,-0.374789,-0.963524,-0.542487,0.412053
0.760000,-0.200572,0.479132,-0.372639,-0.964447,-0.540648,0.409307
0.770000,-0.199491,0.475698,-0.370505,-0.965365,-0.538820,0.406588
0.780000,-0.198418,0.472302,-0.368386,-0.966277,-0.537003,0.403896
0.790000,-0.197351,0.468945,-0.366283,-0.967183,-0.535196,0.401231
0.800000,-0.196291,0.465625,-0.364194,-0.968084,-0.533401,0.398592
0.810000,-0.195237,0.462341,-0.362120,-0.968980,-0.531616,0.395979
0.820000,-0.194189,0.459094,-0.360061,-0.969870,-0.529842,0.393390
0.830000,-0.193148,0.455882,-0.358016,-0.970754,-0.528078,0.390827
0.840000,-0.192114,0.452705,-0.355985,-0.971634,-0.526324,0.388288
0.850000,-0.191085,0.449562,-0.353969,-0.972507,-0.524581,0.385773
0.860000,-0.190063,0.446453,-0.351967,-0.973376,-0.522848,0.383282
0.870000,-0.189047,0.443376,-0.349978,-0.974239,-0.521124,0.380814
0.880000,-0.188038,0.440332,-0.348004,-0.975097,-0.519411,0.378369
0.890000,-0.187034,0.437320,-0.346043,-0.975950,-0.517708,0.375947
0.900000,-0.186037,0.434339,-0.344095,-0.976797,-0.516014,0.373547
0.910000,-0.185045,0.431389,-0.342161,-0.977639,-0.514330,0.371169
0.920000,-0.184059,0.428468,-0.340240,-0.978476,-0.512655,0.368812
0.930000,-0.183080,0.425578,-0.338333,-0.979308,-0.510990,0.366477
0.940000,-0.182106,0.422717,-0.336438,-0.980135,-0.509334,0.364163
0.950000,-0.181138,0.419885,-0.334556,-0.980957,-0.507688,0.361870
0.960000,-0.180176,0.417081,-0.332687,-0.981773,-0.506050,0.359597
0.970000,-0.179219,0.414304,-0.330830,-0.982585,-0.504422,0.357344
0.980000,-0.178268,0.411555,-0.328986,-0.983392,-0.502803,0.355110
0.990000,-0.177323,0.408834,-0.327154,-0.984194,-0.501193,0.352897
1.000000,-0.176383,0.406138,-0.325335,-0.984990,-0.499591,0.350702
1.010000,-0.175449,0.403469,-0.323528,-0.985782,-0.497999,0.348527
1.020000,-0.174521,0.400825,-0.321732,-0.986569,-0.496415,0.346370
1.030000,-0.173598,0.398207,-0.319949,-0.987352,-0.494839,0.344232
1.040000,-0.172680,0.395613,-0.318177,-0.988129,-0.493272,0.342112
1.050000,-0.171768,0.393044,-0.316418,-0.988902,-0.491714,0.340010
1.060000,-0.170861,0.390499,-0.314669,-0.989670,-0.490164,0.337926
1.070000,-0.169960,0.387978,-0.312932,-0.990433,-0.488622,0.335859
1.080000,-0.169063,0.385480,-0.311207,-0.991191,-0.487089,0.333809
1.090000,-0.168172,0.383006,-0.309493,-0.991945,-0.485563,0.331777
1.100000,-0.167287,0.380554,-0.307790,-0.992694,-0.484046,0.329761
1.110000,-0.166406,0.378124,-0.306098,-0.993438,-0.482537,0.327762
1.120000,-0.165530,0.375717,-0.304417,-0.994178,-0.481035,0.325779
1.130000,-0.164660,0.373331,-0.302747,-0.994914,-0.479542,0.323813
1.140000,-0.163794,0.370967,-0.301088,-0.995644,-0.478056,0.321862
1.150000,-0.162934,0.368623,-0.299439,-0.996371,-0.476578,0.319927
1.160000,-0.162079,0.366301,-0.297801,-0.997093,-0.475108,0.318008
1.170000,-0.161228,0.363999,-0.296174,-0.997810,-0.473645,0.316104
1.180000,-0.160382,0.361718,-0.294556,-0.998523,-0.472190,0.314215
1.190000,-0.159542,0.359456,-0.292950,-0.999231,-0.470742,0.312341
1.200000,-0.158706,0.357214,-0.291353,-0.999935,-0.469302,0.310482
1.210000,-0.157875,0.354991,-0.289767,-1.000635,-0.467869,0.308638
1.220000,-0.157048,0.352788,-0.288190,-1.001330,-0.466443,0.306808
1.230000,-0.156227,0.350603,-0.286624,-1.002022,-0.465025,0.304992
1.240000,-0.155410,0.348437,-0.285067,-1.002708,-0.463613,0.303190
1.250000,-0.154598,0.346290,-0.283521,-1.003391,-0.462209,0.301403
1.260000,-0.153790,0.344160,-0.281984,-1.004069,-0.460812,0.299629
1.270000,-0.152987,0.342049,-0.280456,-1.004743,-0.459422,0.297868
1.280000,-0.152188,0.339955,-0.278938,-1.005413,-0.458038,0.296121
1.290000,-0.151395,0.337878,-0.277430,-1.006079,-0.456662,0.294388
1.300000,-0.150605,0.335819,-0.275931,-1.006741,-0.455292,0.292667
1.310000,-0.149820,0.333777,-0.274441,-1.007398,-0.453929,0.290959
1.320000,-0.149040,0.331751,-0.272961,-1.008052,-0.452573,0.289265
1.330000,-0.148264,0.329742,-0.271490,-1.008701,-0.451223,0.287583
1.340000,-0.147492,0.327750,-0.270027,-1.009347,-0.449880,0.285913
1.350000,-0.146724,0.325773,-0.268574,-1.009988,-0.448543,0.284256
1.360000,-0.145961,0.323813,-0.267130,-1.010625,-0.447213,0.282611
1.370000,-0.145203,0.321868,-0.265695,-1.011259,-0.445890,0.280978
